Frame No.,1000,1500,2000,2500,500
0,5.868173,4.540242,3.445636,18.46511
1,10.56674,12.13903,8.639533,23.09618
2,0.8922303,0.9328095,0.8838945,0.9757906
3,11.25982,7.531204,5.271053,27.09638
4,11.75885,7.651888,6.319463,61.55892
5,16.18312,9.00231,6.044798,72.16153
6,19.08506,9.15761,6.733132,50.37453
7,29.82617,8.090517,5.997491,57.07144
8,24.84022,9.376984,6.78853,15.61509
9,26.57299,9.406488,6.117742,16.75381
10,30.03048,8.222697,6.114458,41.24239
11,41.19397,9.21002,6.723037,64.67176
12,28.47243,9.503752,6.03224,59.64096
13,28.45541,8.259773,6.638087,58.62593
14,32.98479,9.312088,6.127327,62.25293
15,30.13646,8.964663,6.592257,56.70445
16,43.65535,8.113235,6.180947,73.89781
17,30.48399,9.252919,6.739839,49.3447
18,33.87993,9.415575,5.967135,61.79668
19,18.58408,8.036402,6.680268,60.61525
20,33.36681,9.161326,6.177122,60.02149
21,29.70541,9.214933,6.022243,58.05751
22,41.46333,8.128621,6.497122,60.52316
23,23.89989,9.047407,6.013797,68.41022
24,26.72346,9.054789,6.432237,49.61548
25,30.01867,8.100419,5.909851,65.1101
26,44.54006,9.090959,6.462253,59.27296
27,43.49774,7.898052,6.101337,59.46682
28,26.92109,9.015401,6.575673,58.52505
29,29.02766,8.85676,5.901568,68.62476
30,44.22646,7.962399,5.884153,50.48848
31,46.59224,9.030414,6.418407,63.48441
32,41.73692,8.967508,6.005137,58.9501
33,32.08234,7.872299,6.431079,58.74509
34,36.39686,9.239079,5.795083,58.68063
35,25.23405,9.009528,5.818378,60.31727
36,44.4034,7.794973,6.261662,66.82526
37,30.88994,8.850348,5.880035,50.11878
38,44.4245,7.874667,6.218515,61.98475
39,27.46121,8.611974,5.661578,59.51814
40,34.64668,8.582623,5.785417,59.36973
41,28.83747,7.836585,6.275262,58.57819
42,42.0686,8.895934,5.937452,68.48377
43,28.92464,7.858071,6.338558,48.53568
44,44.89257,8.543832,5.889812,63.91614
45,27.01403,8.914952,5.692054,60.14784
46,36.96051,7.598744,6.211037,59.87379
47,20.63962,8.831862,5.713342,59.7868
48,32.28139,7.615108,6.240604,58.82699
49,29.94613,8.464111,5.726465,67.45408
50,28.50383,8.843156,5.56557,51.76627
51,32.15703,7.789084,6.101683,60.68219
52,30.52056,8.761823,5.604395,59.57949
53,45.85389,8.698852,5.596187,59.96282
54,39.62012,7.472049,6.104689,61.258
55,27.50767,7.559516,5.73216,69.70001
56,27.37603,6.77679,6.218874,50.7707
57,44.05927,8.181398,5.61041,59.81684
58,40.67339,7.961568,5.600252,60.09038
59,33.59323,7.458818,6.138731,57.38288
60,42.9203,7.738321,5.509976,59.66373
61,25.50799,7.014827,5.713675,67.9671
62,35.40788,8.055733,5.980321,49.98351
63,30.46626,7.811078,5.614892,60.33219
64,45.33215,7.278709,5.611143,59.50681
65,42.42591,8.72541,5.959653,58.14258
66,33.22259,7.820883,5.689848,59.27472
67,34.44285,8.629758,5.639579,59.05733
68,27.11563,8.333341,6.206774,69.7496
69,41.76377,7.344301,5.60623,50.87531
70,31.55052,8.625174,6.219362,62.77937
71,44.91879,7.668535,5.680785,58.1869
72,25.98071,8.627606,5.746935,57.67611
73,36.80191,8.685072,6.086868,59.0507
74,32.42647,7.815119,5.697048,71.11516
75,45.16773,8.802778,5.684538,48.17675
76,25.33756,7.744446,6.14988,61.46735
77,31.73555,8.719202,5.884977,59.63065
78,26.72746,8.856133,6.166011,61.29479
79,26.24314,7.817887,5.456811,56.52336
80,32.73997,8.464204,4.25206,62.55082
81,39.48293,8.514305,6.028832,72.04507
82,42.25525,7.789672,5.899228,51.39142
83,27.90926,8.416446,6.285845,60.72198
84,28.45533,7.742689,5.867594,58.62902
85,40.30698,8.478536,5.842118,60.5162
86,43.67861,8.505925,6.307222,60.17137
87,47.11559,7.900155,5.926467,70.71886
88,31.4327,8.766924,6.557106,47.24446
89,33.89233,7.831773,6.064414,61.62986
90,27.02798,8.807119,6.080565,58.89177
91,45.18508,9.059645,6.616737,58.59741
92,31.52039,7.69772,6.046841,60.7135
93,46.10334,8.550173,6.568416,57.79445
94,36.97199,8.721826,5.969198,72.02328
95,26.64499,7.797411,6.71722,49.24726
96,44.15928,9.05693,6.309506,63.06602
97,31.94317,8.924157,6.705473,60.2018
98,43.94638,7.886317,6.268233,59.1471
99,40.63554,8.890849,6.790614,59.05244
100,28.73266,9.263196,6.276069,71.08482
101,28.20859,8.052612,6.901845,51.78369
102,41.92714,9.390915,6.320577,59.39618
103,40.97672,8.909472,6.978197,60.58807
104,33.14705,8.155216,6.597329,60.85649
105,43.43615,8.964654,7.137601,60.52133
106,35.87598,8.989839,6.490569,68.14031
107,27.9671,8.010363,7.043385,49.56384
108,26.47548,8.825938,6.668694,63.14766
109,32.27743,9.352717,7.316397,60.11892
110,31.9451,8.363379,6.555662,60.33401
111,25.42356,9.397587,7.380613,60.07702
112,27.32158,9.305546,6.561581,70.15623
113,42.26864,8.27316,7.369322,50.03352
114,41.76708,9.549047,7.363065,61.34066
115,29.39905,9.302801,6.539483,59.23679
116,36.13422,9.64031,7.496488,59.18456
117,26.5648,8.537982,6.757008,60.40544
118,43.38075,9.74076,7.649816,58.70336
119,31.97186,9.61178,6.848785,71.85198
120,45.31387,8.187366,7.615404,49.81494
121,27.07789,9.537744,7.564291,60.71498
122,36.59947,9.832001,6.862735,58.69509
123,30.52876,9.563064,7.737435,59.21049
124,46.14313,8.369917,6.991491,58.6005
125,45.03409,9.866672,8.037816,69.10898
126,40.14468,9.758287,7.907701,47.68058
127,29.20041,9.923086,7.308168,64.96375
128,27.13653,8.646465,8.165379,58.23874
129,43.87909,10.1368,8.145611,59.05244
130,41.35769,11.40278,7.259281,59.08838
131,33.74924,10.33298,8.322466,60.1341
132,44.16747,8.90399,8.165532,70.15427
133,35.47168,10.07722,7.574685,49.98576
134,26.14803,10.09178,8.266622,62.67117
135,44.75194,10.09878,7.352509,58.33081
136,31.55112,8.749235,8.405128,60.28818
137,41.00713,10.1611,8.452528,60.47338
138,44.10279,11.45647,8.489043,67.73324
139,19.27577,10.54683,7.627957,51.28205
140,28.73803,9.102427,8.583204,60.83761
141,29.70709,10.72241,8.511333,60.92583
142,32.16562,12.19365,7.630396,59.41912
