Frame No.,1000,1500,2000,2500,500
0,9.674033,6.582091,4.690042,3.427745,18.90463
1,14.49084,10.58454,8.668005,6.832323,14.26062
2,1.099463,1.054225,0.9577933,1.025277,1.221687
3,17.54968,10.95308,7.674603,5.367151,27.57609
4,27.5197,12.35274,8.630309,6.299867,62.80894
5,55.71403,16.38726,8.034381,6.066952,68.00408
6,55.20744,18.65585,9.245852,6.66049,49.63715
7,48.18766,25.09492,8.114894,5.902672,63.42602
8,51.02067,25.25131,9.217779,6.572746,60.81319
9,53.96625,24.68033,9.074723,6.170253,58.59707
10,54.2956,28.70421,7.882028,6.031054,58.9369
11,51.0647,29.62454,9.189209,6.543954,70.7634
12,59.43713,26.71176,9.050388,5.956373,50.39484
13,54.24759,26.19275,8.051044,6.534338,58.01507
14,58.85295,43.02556,8.841303,6.024815,63.20553
15,46.97129,29.75163,9.013321,6.422042,59.88203
16,45.42832,42.93412,8.089143,5.983828,58.85295
17,61.82724,26.48965,8.903927,6.437243,69.30103
18,49.42323,18.54544,9.068304,5.768959,52.00505
19,95.78911,31.10014,8.158943,5.974622,61.35798
20,38.6925,29.4556,8.861148,6.29757,59.90714
21,57.92266,41.9108,8.82964,5.925389,60.11892
22,61.16395,26.26113,7.738489,6.377502,60.01969
23,60.60349,26.93937,8.827209,5.711756,70.00742
24,38.62137,40.55019,8.978023,6.279119,51.89548
25,31.76237,30.31892,8.099042,5.880876,59.0263
26,52.41035,43.15106,8.672215,5.811156,60.26129
27,48.13895,26.74276,8.088469,6.188035,60.65495
28,52.11726,35.77421,8.790575,5.761344,59.90571
29,52.53122,27.9042,8.844368,6.060367,69.31688
30,45.58862,44.01311,8.066649,5.677292,50.07336
31,37.57534,29.39223,8.734227,5.721789,60.57449
32,41.4185,41.68021,8.766631,6.120989,60.48729
33,47.72313,25.67974,7.525281,5.702425,60.14784
34,51.52116,27.97845,8.534782,6.159987,59.96103
35,52.31329,41.3003,7.412492,5.613392,59.3155
36,53.04224,42.84655,8.350089,5.508164,67.5265
37,53.57621,31.92756,8.164659,6.006699,50.78978
38,42.15141,41.68821,7.511483,5.481371,59.73858
39,32.53228,26.66425,8.352175,6.111199,59.13381
40,37.59059,36.01955,7.308168,5.499146,60.37152
41,48.7931,30.22655,8.51627,5.61097,59.77358
42,42.76117,41.95,8.220649,6.028306,70.28988
43,46.81034,41.74267,7.405553,5.518828,50.84039
44,39.36683,20.53932,8.361714,5.549491,60.39012
45,45.28904,27.88171,7.288284,6.100987,57.47556
46,36.5421,24.57479,8.192028,5.619749,60.42223
47,28.87236,32.87949,8.233943,6.126482,60.01645
48,25.19139,40.39425,7.30234,5.711541,70.9693
49,39.4661,26.74111,8.247886,5.59927,49.83678
50,46.97725,28.68272,7.42487,6.164791,62.49063
51,45.20305,41.75732,8.199295,5.598042,60.03158
52,32.22168,42.31049,7.994468,5.575298,57.29411
53,36.00982,33.4152,7.482538,6.036643,58.28355
54,47.52942,40.476,8.377181,5.663268,58.14562
55,49.32207,26.88598,7.279795,6.133743,73.82417
56,47.61723,35.19218,8.279202,5.649207,48.20299
57,38.16342,30.2176,8.242997,5.677969,60.11747
58,47.18428,42.16634,7.648804,6.133216,60.70834
59,37.9042,31.56406,8.651424,5.668706,59.90571
60,38.5999,43.30879,7.74372,6.230137,59.07687
61,36.82834,27.30271,8.37178,5.687143,71.79885
62,51.25997,32.99601,8.441775,5.746407,48.62158
63,48.71016,30.83089,7.573377,6.224259,63.08631
64,47.5231,44.25209,8.336619,5.732959,61.28089
65,48.99631,43.04612,7.414927,5.127072,58.24994
66,38.22659,30.67165,8.762583,4.952851,60.52316
67,31.82798,27.1324,8.768676,5.845782,58.43272
68,46.703,33.79337,7.96524,6.406823,71.47095
69,49.2361,30.12883,8.49726,5.894169,47.16759
70,46.87354,44.57619,7.724101,6.486801,66.24886
71,53.15247,40.15822,8.830521,5.960516,60.22899
72,41.79868,18.69037,8.767592,5.966836,59.66409
73,36.30014,26.4064,8.225727,6.455094,59.77393
74,31.63446,26.88497,9.035432,5.953876,71.16526
75,43.63763,29.91021,9.061788,6.649807,51.59293
76,45.15447,25.58317,7.960921,6.074087,61.04335
77,45.92465,26.65231,8.947817,6.670166,58.23264
78,49.75694,41.99863,7.876608,6.118176,61.62113
79,36.75065,31.4174,9.260237,6.721094,60.20687
80,37.69233,41.18752,9.290581,6.298867,70.50694
81,36.803,26.19756,8.208186,6.718128,49.78592
82,33.52499,27.41799,9.280683,6.180539,63.76941
83,47.51271,40.7337,9.395891,6.048908,58.82076
84,47.04134,42.20781,8.385533,6.663699,60.96706
85,47.85857,31.12279,9.241794,6.417139,59.97433
86,39.25078,42.08276,9.339074,6.932087,71.0631
87,31.8053,26.4425,8.205169,6.310359,49.73615
88,49.64307,27.70904,9.617955,6.934755,63.57279
89,49.44596,39.52866,9.492557,6.396802,60.51108
90,46.19663,40.49206,8.199235,7.013887,59.1828
91,48.28539,29.54131,9.673463,6.387842,60.34894
92,43.12501,38.26228,9.641221,7.220988,75.3046
93,30.3283,25.78316,8.687214,6.64799,51.60944
94,36.91972,26.88028,9.92745,7.187931,60.02977
95,44.44583,39.91076,11.14935,7.340856,60.9983
96,46.54497,28.56261,8.824054,6.830214,58.99705
97,36.40494,26.55986,10.43674,7.262633,59.00854
98,45.12025,22.80158,10.00124,6.70671,72.00876
99,35.03118,25.61922,9.002261,7.379622,47.69468
100,32.97925,41.48741,9.906345,6.917639,66.34335
